,0,1,2,3,4,5,6,7
21,6, KAR-017,10, 08:25:46,53, s4, 20160624-000008_05_S10,4
22,11, KAR-030,1, 08:59:06,36, s4, 20160624-000008_10_S1,4
23,10, KAR-023,8, 09:06:04,68, Nonconvulsive, 20160624-000008_09_S8,0
24,5, KAR-007,1, 09:16:15,61, s5, 20160624-000008_04_S1,5
25,5, KAR-007,2, 09:19:20,87, Nonconvulsive, 20160624-000008_04_S2,0
26,6, KAR-017,11, 09:38:38,41, s4, 20160624-000008_05_S11,4
27,1, KAR-021,2, 10:07:14,80, s4, 20160624-000008_00_S2,4
28,10, KAR-023,9, 10:40:09,54, s4, 20160624-000008_09_S9,4
29,6, KAR-017,12, 11:06:45,37, s4, 20160624-000008_05_S12,4
30,11, KAR-030,2, 11:45:41,37, s4, 20160624-000008_10_S2,4
31,10, KAR-023,10, 11:48:02,67, s4, 20160624-000008_09_S10,4
32,6, KAR-017,13, 11:58:50,48, s4, 20160624-000008_05_S13,4
0,1, KAR-048,2, 16:59:47,72, s4, 20160624-000014_00_S2,4
1,1, KAR-048,3, 17:10:26,56, s5, 20160624-000014_00_S3,5
2,3, KAR-043,1, 20:06:12,37, s4, 20160624-000014_02_S1,4
3,3, KAR-043,2, 23:27:18,37, s4, 20160624-000014_02_S2,4
0,1, KAR-021,1, 00:52:31,58, s4, 20160624-120014_00_S1,4
1,6, KAR-017,1, 01:11:11,61, s4, 20160624-120014_05_S1,4
2,7, KAR-028,1, 01:12:28,56, s1, 20160624-120014_06_S1,1
3,10, KAR-023,1, 01:21:13,68, s4, 20160624-120014_09_S1,4
4,6, KAR-017,2, 02:05:17,46, s4, 20160624-120014_05_S2,4
5,10, KAR-023,2, 02:19:34,54, Nonconvulsive, 20160624-120014_09_S2,0
6,6, KAR-017,3, 02:43:00,35, s4, 20160624-120014_05_S3,4
7,10, KAR-023,3, 03:03:26,54, s4, 20160624-120014_09_S3,4
8,8, KAR-025,1, 03:09:47,58, s5, 20160624-120014_07_S1,5
9,6, KAR-017,4, 03:38:12,42, s4, 20160624-120014_05_S4,4
10,6, KAR-017,5, 04:10:34,39, s4, 20160624-120014_05_S5,4
11,6, KAR-017,6, 04:16:43,41, Nonconvulsive, 20160624-120014_05_S6,0
12,11, KAR-030,1, 04:25:55,46, Nonconvulsive, 20160624-120014_10_S1,0
13,7, KAR-028,2, 04:27:36,61, s4, 20160624-120014_06_S2,4
14,6, KAR-017,8, 04:52:11,49, s4, 20160624-120014_05_S8,4
15,10, KAR-023,4, 05:14:18,50, Nonconvulsive, 20160624-120014_09_S4,0
16,1, KAR-021,2, 05:33:35,61, s4, 20160624-120014_00_S2,4
17,6, KAR-017,9, 05:45:00,35, s4, 20160624-120014_05_S9,4
18,10, KAR-023,5, 05:54:01,57, s5, 20160624-120014_09_S5,5
19,6, KAR-017,10, 06:08:13,32, Nonconvulsive, 20160624-120014_05_S10,0
20,10, KAR-023,6, 06:20:29,48, s5, 20160624-120014_09_S6,5
21,7, KAR-028,3, 06:40:11,80, s4, 20160624-120014_06_S3,4
22,4, KAR-047,1, 06:42:30,62, s5, 20160624-120014_03_S1,5
23,4, KAR-047,2, 06:51:09,49, Nonconvulsive, 20160624-120014_03_S2,0
24,10, KAR-023,7, 06:57:25,58, s5, 20160624-120014_09_S7,5
25,6, KAR-017,11, 07:02:33,45, Nonconvulsive, 20160624-120014_05_S11,0
26,6, KAR-017,12, 07:24:32,44, s3, 20160624-120014_05_S12,3
27,10, KAR-023,8, 07:37:53,48, s5, 20160624-120014_09_S8,5
28,6, KAR-017,13, 07:40:45,43, Nonconvulsive, 20160624-120014_05_S13,0
29,10, KAR-023,9, 07:59:12,50, s5, 20160624-120014_09_S9,5
30,6, KAR-017,14, 08:24:02,39, s4, 20160624-120014_05_S14,4
31,7, KAR-028,4, 08:45:21,62, s4, 20160624-120014_06_S4,4
32,6, KAR-017,15, 09:19:27,39, Nonconvulsive, 20160624-120014_05_S15,0
33,6, KAR-017,16, 10:11:53,44, s4, 20160624-120014_05_S16,4
34,10, KAR-023,10, 10:17:22,67, s5, 20160624-120014_09_S10,5
35,12, KAR-022,1, 10:21:51,98, s5, 20160624-120014_11_S1,5
36,6, KAR-017,17, 10:58:04,45, s4, 20160624-120014_05_S17,4
37,10, KAR-023,11, 11:00:47,62, s5, 20160624-120014_09_S11,5
38,8, KAR-025,2, 11:08:56,54, s4, 20160624-120014_07_S2,4
39,10, KAR-023,12, 11:28:58,57, s4, 20160624-120014_09_S12,4
40,10, KAR-023,13, 11:36:38,52, s3, 20160624-120014_09_S13,3
41,10, KAR-023,14, 11:39:37,61, s4, 20160624-120014_09_S14,4
0,3, KAR-043,1, 02:28:30,39, Nonconvulsive, 20160625-000013_02_S1,0
1,3, KAR-043,2, 06:40:29,39, Nonconvulsive, 20160625-000013_02_S2,0
0,12, R2_029,1, 05:18:28,45, s5, 20160801-145030_11_S1,5
1,7, R2_009,1, 08:51:24,63, s5, 20160801-145030_06_S1,5
2,12, R2_029,2, 09:04:29,47, s5, 20160801-145030_11_S2,5
0,9, R2_026,1, 09:22:12,54, s5, 20160802-000008_08_S1,5
1,2, R2_021,1, 11:47:10,70, s5, 20160802-000008_01_S1,5
2,1, R2_020,1, 14:11:11,48, s5, 20160802-000008_00_S1,5
3,2, R2_021,2, 19:30:18,40, s5, 20160802-000008_01_S2,5
4,1, R2_020,2, 20:25:27,45, s5, 20160802-000008_00_S2,5
0,2, R2_002,1, 01:30:35,70, s5, 20160802-000015_01_S1,5
1,10, R2_012,1, 10:08:34,48, s5, 20160802-000015_09_S1,5
0,7, R2_009,1, 00:39:20,59, s4, 20160802-120012_06_S1,4
1,7, R2_009,2, 01:34:10,39, s4, 20160802-120012_06_S2,4
2,7, R2_009,3, 02:20:33,54, s5, 20160802-120012_06_S3,5
3,7, R2_009,4, 02:54:51,40, s5, 20160802-120012_06_S4,5
4,7, R2_009,5, 03:35:14,51, s4, 20160802-120012_06_S5,4
5,5, R2_007,1, 04:13:16,38, s4, 20160802-120012_04_S1,4
6,7, R2_009,6, 08:20:05,49, s4, 20160802-120012_06_S6,4
7,11, R2_013,1, 10:32:48,48, s5, 20160802-120012_10_S1,5
8,12, R2_029,1, 10:53:13,38, s5, 20160802-120012_11_S1,5
0,7, R2_009,1, 00:00:39,47, s5, 20160803-000009_06_S1,5
1,7, R2_009,2, 02:36:01,51, s5, 20160803-000009_06_S2,5
2,1, R2_001,1, 05:04:10,65, s4, 20160803-000009_00_S1,4
3,7, R2_009,3, 06:13:46,48, s5, 20160803-000009_06_S3,5
4,7, R2_009,4, 07:16:13,42, s5, 20160803-000009_06_S4,5
5,7, R2_009,5, 07:37:03,47, s4, 20160803-000009_06_S5,4
6,7, R2_009,6, 07:49:40,29, s5, 20160803-000009_06_S6,5
7,7, R2_009,7, 07:55:43,30, s4, 20160803-000009_06_S7,4
8,7, R2_009,8, 09:58:30,33, s5, 20160803-000009_06_S8,5
9,7, R2_009,9, 10:17:37,30, s4, 20160803-000009_06_S9,4
10,7, R2_009,10, 10:38:30,39, s5, 20160803-000009_06_S10,5
11,1, R2_001,2, 10:54:13,39, s5, 20160803-000009_00_S2,5
12,7, R2_009,11, 11:06:20,38, s4, 20160803-000009_06_S11,4
0,7, R2_009,1, 00:06:57,51, s4, 20160803-111617_06_S1,4
1,7, R2_009,2, 00:25:01,58, s4, 20160803-111617_06_S2,4
0,2, R2_021,1, 01:36:29,38, s5, 20160803-111953_01_S1,5
1,2, R2_021,2, 02:54:49,35, s5, 20160803-111953_01_S2,5
2,2, R2_021,3, 03:21:20,47, s5, 20160803-111953_01_S3,5
3,10, R2_024,1, 04:14:58,53, s5, 20160803-111953_09_S1,5
4,6, R2_028,1, 05:36:41,110, s5, 20160803-111953_05_S1,5
5,2, R2_021,4, 07:23:38,41, s5, 20160803-111953_01_S4,5
6,2, R2_021,5, 10:05:08,55, s5, 20160803-111953_01_S5,5
7,2, R2_021,6, 10:26:08,53, s5, 20160803-111953_01_S6,5
8,2, R2_021,7, 12:32:37,37, s5, 20160803-111953_01_S7,5
0,7, R2_009,1, 00:03:43,40, s4, 20160803-120005_06_S1,4
1,3, R2_004,1, 00:09:28,56, s4, 20160803-120005_02_S1,4
2,3, R2_004,2, 00:13:46,77, s1, 20160803-120005_02_S2,1
3,7, R2_009,2, 00:17:51,49, s4, 20160803-120005_06_S2,4
4,3, R2_004,3, 00:19:01,70, s5, 20160803-120005_02_S3,5
5,1, R2_001,1, 02:01:11,60, s5, 20160803-120005_00_S1,5
6,7, R2_009,3, 03:14:37,39, s2, 20160803-120005_10_S3,2
7,10, R2_012,1, 05:33:34,45, s5, 20160803-120005_09_S1,5
8,6, R2_008,1, 06:28:16,86, s5, 20160803-120005_05_S1,5
9,9, R2_011,1, 08:41:44,43, s5, 20160803-120005_08_S1,5
0,2, R2_021,1, 02:48:26,45, s5, 20160804-000008_01_S1,5
1,2, R2_021,2, 03:58:45,50, s5, 20160804-000008_01_S2,5
2,2, R2_021,3, 06:13:25,49, s5, 20160804-000008_01_S3,5
3,6, R2_028,1, 21:16:55,59, s5, 20160804-000008_05_S1,5
0,7, R2_009,1, 00:01:37,38, s5, 20160804-000013_06_S1,5
1,2, R2_002,1, 05:54:41,40, s5, 20160804-000013_01_S1,5
2,9, R2_011,1, 08:11:12,40, s5, 20160804-000013_08_S1,5
3,5, R2_007,1, 08:41:02,47, s5, 20160804-000013_04_S1,5
0,9, R2_011,1, 04:24:39,52, s5, 20160804-120010_08_S1,5
1,10, R2_012,1, 04:39:05,44, s5, 20160804-120010_09_S1,5
2,11, R2_013,1, 07:58:18,25, s5, 20160804-120010_10_S1,5
3,9, R2_011,2, 09:13:24,54, s5, 20160804-120010_08_S2,5
0,9, R2_026,1, 03:00:51,46, s5, 20160805-000015_08_S1,5
1,1, R2_020,1, 03:57:34,41, s5, 20160805-000015_00_S1,5
2,9, R2_026,2, 17:04:38,53, s4, 20160805-000015_08_S2,4
0,1, R2_001,1, 09:06:55,67, s5, 20160805-120014_00_S1,5
1,11, R2_013,1, 10:07:18,84, s5, 20160805-120014_10_S1,5
0,10, R2_024,1, 15:52:34,61, s5, 20160806-000012_09_S1,5
1,10, R2_024,2, 19:06:34,87, s5, 20160806-000012_09_S2,5
2,1, R2_020,1, 19:59:37,39, s5, 20160806-000012_00_S1,5
3,6, R2_028,1, 22:35:09,41, s5, 20160806-000012_05_S1,5
4,1, R2_020,2, 23:45:32,51, s5, 20160806-000012_00_S2,5
0,12, R2_029,1, 00:25:58,52, s5, 20160806-120009_11_S1,5
1,10, R2_012,1, 01:47:38,44, s5, 20160806-120009_09_S1,5
2,2, R2_002,1, 02:57:55,42, s5, 20160806-120009_01_S1,5
3,3, R2_004,1, 05:29:42,107, s5, 20160806-120009_02_S1,5
4,7, R2_009,1, 06:49:40,59, Nonconvulsive, 20160806-120009_06_S1,0
0,1, R2_020,1, 14:35:10,33, s5, 20160807-000008_00_S1,5
0,7, R2_009,1, 01:18:53,66, Nonconvulsive, 20160807-000018_06_S1,0
0,9, R2_011,1, 07:43:42,41, s5, 20160807-120016_08_S1,5
0,7, R2_009,1, 01:39:42,48, Nonconvulsive, 20160808-000013_06_S1,0
1,7, R2_009,2, 11:38:16,93, Nonconvulsive, 20160808-000013_06_S2,0
0,5, R2_027,1, 15:27:26,59, s5, 20160808-000016_04_S1,5
0,9, R2_011,1, 00:51:40,41, s5, 20160808-120010_08_S1,5
1,10, R2_012,1, 05:00:34,47, s5, 20160808-120010_09_S1,5
2,7, R2_009,1, 06:34:21,91, s1, 20160808-120010_06_S1,1
3,1, R2_001,1, 07:43:11,68, s4, 20160808-120010_00_S1,4
4,1, R2_001,2, 07:52:05,79, s2, 20160808-120010_00_S2,2
5,11, R2_013,1, 09:52:39,55, s5, 20160808-120010_10_S1,5
6,5, R2_007,1, 11:30:35,63, s5, 20160808-120010_04_S1,5
0,11, R2_013,1, 06:28:13,47, s5, 20160809-000008_10_S1,5
1,11, R2_013,2, 10:07:29,50, s5, 20160809-000008_10_S2,5
0,10, R2_024,1, 01:58:44,45, s5, 20160809-000013_09_S1,5
0,1, R2_015,1, 00:08:48,36, s5, 20160809-151819_00_S1,5
1,1, R2_015,2, 00:33:49,40, s5, 20160809-151819_00_S2,5
2,8, R2_042,1, 00:38:23,39, s5, 20160809-151819_07_S1,5
3,1, R2_015,3, 00:51:43,45, s5, 20160809-151819_00_S3,5
4,1, R2_015,4, 01:00:17,51, s5, 20160809-151819_00_S4,5
5,1, R2_015,5, 01:18:50,48, s5, 20160809-151819_00_S5,5
6,1, R2_015,6, 01:29:28,48, s5, 20160809-151819_00_S6,5
7,1, R2_015,7, 01:37:06,43, s5, 20160809-151819_00_S7,5
8,1, R2_015,8, 01:41:48,46, s5, 20160809-151819_00_S8,5
9,11, R2_043,1, 01:42:39,49, s5, 20160809-151819_10_S1,5
10,1, R2_015,9, 01:43:49,49, s5, 20160809-151819_00_S9,5
11,1, R2_015,10, 01:50:22,41, s5, 20160809-151819_00_S10,5
12,8, R2_042,2, 01:59:08,39, s5, 20160809-151819_07_S2,5
13,8, R2_042,3, 02:47:09,32, s5, 20160809-151819_07_S3,5
14,8, R2_042,4, 03:35:35,45, s5, 20160809-151819_07_S4,5
15,8, R2_042,5, 05:01:39,31, s5, 20160809-151819_07_S5,5
16,8, R2_042,6, 06:09:11,29, s5, 20160809-151819_07_S6,5
17,8, R2_042,7, 06:53:01,31, s4, 20160809-151819_07_S7,4
18,8, R2_042,8, 08:04:50,36, s4, 20160809-151819_07_S8,4
19,8, R2_042,9, 08:35:17,29, s5, 20160809-151819_07_S9,5
0,8, R2_042,1, 00:14:03,29, s4, 20160810-000015_07_S1,4
1,8, R2_042,2, 03:16:17,30, s4, 20160810-000015_07_S2,4
2,8, R2_042,3, 06:46:35,37, s5, 20160810-000015_07_S3,5
3,8, R2_042,4, 07:42:43,36, s5, 20160810-000015_07_S4,5
4,8, R2_042,5, 08:44:44,35, s5, 20160810-000015_07_S5,5
5,8, R2_042,6, 09:10:17,41, s5, 20160810-000015_07_S6,5
0,3, R2_017,1, 02:10:45,51, s5, 20160810-092636_02_S1,5
0,10, R2_014,1, 05:26:44,41, s5, 20160810-093722_09_S1,5
1,6, R2_032,1, 06:16:28,36, s4, 20160810-093722_05_S1,4
2,6, R2_032,2, 09:24:17,40, s4, 20160810-093722_05_S2,4
3,5, R2_037,1, 10:43:25,28, s5, 20160810-093722_04_S1,5
4,6, R2_032,3, 14:02:32,31, s5, 20160810-093722_05_S3,5
0,6, R2_018,1, 07:10:11,83, s5, 20160810-120011_05_S1,5
1,6, R2_018,2, 07:14:53,55, s5, 20160810-120011_05_S2,5
2,10, R2_025,1, 10:59:18,65, s5, 20160810-120011_09_S1,5
0,9, R2_031,1, 20:00:25,67, s5, 20160811-000008_08_S1,5
1,9, R2_031,2, 20:10:04,79, s5, 20160811-000008_08_S2,5
0,7, R2_033,1, 05:31:01,45, s5, 20160811-120006_06_S1,5
0,7, R2_033,1, 05:56:10,44, s5, 20160812-000014_06_S1,5
0,5, R2_037,1, 02:42:26,48, s5, 20160812-000017_04_S1,5
1,6, R2_032,1, 06:07:23,43, s5, 20160812-000017_05_S1,5
2,6, R2_032,2, 08:09:44,44, s5, 20160812-000017_05_S2,5
3,6, R2_032,3, 10:00:19,44, s5, 20160812-000017_05_S3,5
4,6, R2_032,4, 12:21:48,40, s4, 20160812-000017_05_S4,4
5,6, R2_032,5, 14:34:36,33, s5, 20160812-000017_05_S5,5
6,6, R2_032,6, 23:21:49,63, s5, 20160812-000017_05_S6,5
0,7, R2_033,1, 02:11:39,43, s5, 20160812-120010_06_S1,5
1,3, R2_017,1, 06:29:39,53, s5, 20160812-120010_02_S1,5
2,5, R2_034,1, 09:11:24,54, s5, 20160812-120010_04_S1,5
0,2, R2_003,1, 13:58:18,66, s4, 20160813-000015_01_S1,4
1,6, R2_032,1, 15:19:54,44, s5, 20160813-000015_05_S1,5
2,6, R2_032,2, 15:52:43,46, s5, 20160813-000015_05_S2,5
3,2, R2_003,2, 17:31:43,45, s4, 20160813-000015_01_S2,4
4,2, R2_003,3, 18:51:20,30, s3, 20160813-000015_01_S3,3
5,2, R2_003,4, 23:58:21,46, s4, 20160813-000015_01_S4,4
0,3, R2_017,1, 01:56:54,40, s4, 20160813-120015_02_S1,4
0,3, R2_017,1, 00:25:57,41, s5, 20160814-000011_02_S1,5
0,10, R2_014,1, 02:07:12,99, s5, 20160814-000013_09_S1,5
1,2, R2_003,1, 02:44:09,43, s4, 20160814-000013_01_S1,4
2,10, R2_014,2, 10:16:27,78, s5, 20160814-000013_09_S2,5
3,5, R2_037,1, 19:12:10,45, s5, 20160814-000013_04_S1,5
0,10, R2_025,1, 04:46:31,48, s5, 20160814-120007_09_S1,5
0,5, R2_037,1, 14:30:45,41, s5, 20160815-000010_04_S1,5
1,9, R2_031,1, 20:36:57,71, s5, 20160815-000010_08_S1,5
2,2, R2_003,1, 20:43:31,48, s4, 20160815-000010_01_S1,4
0,12, R2_038,1, 11:39:48,53, s3, 20160815-120010_11_S1,3
0,12, R2_038,1, 09:22:03,81, s2, 20160816-000007_11_S1,2
1,12, R2_038,2, 09:59:35,63, s3, 20160816-000007_11_S2,3
2,12, R2_038,3, 10:48:26,68, s2, 20160816-000007_11_S3,2
0,2, R2_003,1, 02:59:38,44, s4, 20160816-000008_01_S1,4
1,2, R2_003,2, 04:23:50,40, s4, 20160816-000008_01_S2,4
2,5, R2_037,1, 05:50:15,49, s5, 20160816-000008_04_S1,5
3,9, R2_031,1, 08:13:03,48, s5, 20160816-000008_08_S1,5
0,12, R2_038,1, 01:05:57,70, s4, 20160816-120014_11_S1,4
1,12, R2_038,2, 03:44:43,56, s5, 20160816-120014_11_S2,5
2,12, R2_038,3, 04:20:14,58, s5, 20160816-120014_11_S3,5
3,12, R2_038,4, 05:09:24,47, s5, 20160816-120014_11_S4,5
4,8, R2_042,1, 05:50:27,48, s4, 20160816-120014_07_S1,4
5,12, R2_038,5, 05:51:58,51, s4, 20160816-120014_11_S5,4
6,8, R2_042,2, 06:00:47,43, s5, 20160816-120014_07_S2,5
7,8, R2_042,3, 06:52:59,40, s5, 20160816-120014_07_S3,5
8,12, R2_038,6, 07:05:54,48, s5, 20160816-120014_11_S6,5
9,12, R2_038,7, 07:23:26,49, s5, 20160816-120014_11_S7,5
10,8, R2_042,4, 07:50:09,43, s5, 20160816-120014_07_S4,5
11,8, R2_042,5, 08:05:27,39, s5, 20160816-120014_07_S5,5
12,12, R2_038,8, 08:08:40,52, s4, 20160816-120014_11_S8,4
13,8, R2_042,6, 08:30:52,48, s5, 20160816-120014_07_S6,5
14,12, R2_038,9, 08:31:13,42, s5, 20160816-120014_11_S9,5
15,12, R2_038,10, 08:56:49,47, s5, 20160816-120014_11_S10,5
16,8, R2_042,7, 09:06:22,41, s5, 20160816-120014_07_S7,5
17,8, R2_042,8, 09:26:02,56, s5, 20160816-120014_07_S8,5
18,12, R2_038,11, 09:29:59,52, s5, 20160816-120014_11_S11,4
19,8, R2_042,9, 09:41:44,36, s5, 20160816-120014_07_S9,5
20,8, R2_042,10, 10:06:24,44, s5, 20160816-120014_07_S10,5
21,12, R2_038,12, 10:48:50,50, s5, 20160816-120014_11_S12,5
22,8, R2_042,11, 11:13:40,45, s5, 20160816-120014_07_S11,5
23,12, R2_038,13, 11:27:31,53, s5, 20160816-120014_11_S13,5
0,6, R2_032,1, 05:52:14,35, s4, 20160816-142410_05_S1,4
1,2, R2_003,1, 09:05:22,43, s5, 20160816-142410_01_S1,5
0,12, R2_038,2, 00:06:00,48, s5, 20160817-000011_11_S2,5
1,12, R2_038,3, 00:30:14,52, s5, 20160817-000011_11_S3,5
2,12, R2_038,4, 00:48:23,47, s5, 20160817-000011_11_S4,5
3,12, R2_038,5, 01:19:33,52, s4, 20160817-000011_11_S5,4
4,12, R2_038,6, 01:46:39,61, s5, 20160817-000011_11_S6,5
5,8, R2_042,1, 02:17:16,44, s5, 20160817-000011_07_S1,5
6,8, R2_042,2, 02:40:47,53, s4, 20160817-000011_07_S2,4
7,12, R2_038,7, 03:22:39,59, s5, 20160817-000011_11_S7,5
8,12, R2_038,8, 04:18:17,61, s4, 20160817-000011_11_S8,4
9,12, R2_038,9, 04:35:33,58, s5, 20160817-000011_11_S9,5
10,12, R2_038,10, 04:49:38,56, s5, 20160817-000011_11_S10,5
11,7, R2_033,1, 05:09:14,41, s5, 20160817-000011_06_S1,5
12,12, R2_038,11, 05:17:02,63, s5, 20160817-000011_11_S11,5
13,8, R2_042,3, 05:55:06,55, s5, 20160817-000011_07_S3,5
14,12, R2_038,12, 06:04:29,50, s5, 20160817-000011_11_S12,5
15,12, R2_038,13, 07:38:16,57, s5, 20160817-000011_11_S13,5
16,8, R2_042,4, 07:46:22,52, s5, 20160817-000011_07_S4,5
17,12, R2_038,14, 07:52:04,50, s5, 20160817-000011_11_S14,5
18,8, R2_042,5, 08:01:23,42, s5, 20160817-000011_07_S5,5
19,12, R2_038,15, 08:02:35,55, s5, 20160817-000011_11_S15,5
20,8, R2_042,6, 08:13:39,37, s5, 20160817-000011_07_S6,5
21,12, R2_038,16, 08:58:44,46, s5, 20160817-000011_11_S16,5
22,12, R2_038,17, 09:26:51,42, s5, 20160817-000011_11_S17,5
23,12, R2_038,18, 10:20:08,45, s4, 20160817-000011_11_S18,4
24,8, R2_042,7, 10:40:06,43, s5, 20160817-000011_07_S7,5
25,8, R2_042,8, 11:12:40,40, s5, 20160817-000011_07_S8,5
26,6, R2_018,1, 11:13:10,76, s5, 20160817-000011_05_S1,5
0,8, R2_024,1, 00:32:31,52, s5, 20160912-000010_07_S1,5
1,10, R2_025,1, 03:34:27,53, s4, 20160912-000010_09_S1,4
2,3, R2_009,1, 03:51:24,48, s5, 20160912-000010_02_S1,5
3,8, R2_024,2, 06:42:01,62, s5, 20160912-000010_07_S2,5
4,3, R2_009,2, 07:59:12,27, s5, 20160912-000010_02_S2,5
5,5, R2_013,1, 20:49:34,60, s5, 20160912-000010_04_S1,5
6,4, R2_020,1, 20:53:36,40, s4, 20160912-000010_03_S1,4
7,5, R2_013,2, 21:49:10,31, s5, 20160912-000010_04_S2,5
0,12, R2_007,1, 01:12:43,48, s5, 20160912-000014_11_S1,5
1,4, R2_003,1, 01:31:22,44, s4, 20160912-000014_03_S1,4
2,8, R2_012,1, 03:01:00,81, s5, 20160912-000014_07_S1,5
3,4, R2_003,2, 05:12:05,43, s4, 20160912-000014_03_S2,4
4,4, R2_003,3, 07:09:51,48, s4, 20160912-000014_03_S3,4
5,3, R2_038,1, 07:39:33,71, s4, 20160912-000014_02_S1,4
6,4, R2_003,4, 08:56:27,32, s4, 20160912-000014_03_S4,4
7,8, R2_012,2, 09:10:25,49, s5, 20160912-000014_07_S2,5
8,4, R2_003,5, 09:39:22,31, s5, 20160912-000014_03_S5,5
9,8, R2_012,3, 09:42:56,57, s5, 20160912-000014_07_S3,5
10,4, R2_003,6, 10:10:09,36, s5, 20160912-000014_03_S6,5
11,4, R2_003,7, 10:12:28,37, s3, 20160912-000014_03_S7,3
12,4, R2_003,8, 10:19:03,35, s1, 20160912-000014_03_S8,1
13,4, R2_003,9, 11:30:04,26, s4, 20160912-000014_03_S9,4
14,4, R2_003,10, 11:40:14,31, s4, 20160912-000014_03_S10,4
0,4, R2_003,1, 00:35:17,23, s5, 20160912-120010_03_S1,5
1,4, R2_003,2, 00:47:29,31, s4, 20160912-120010_03_S2,4
2,4, R2_003,3, 00:54:29,28, s4, 20160912-120010_03_S3,4
3,4, R2_003,4, 01:05:55,22, s4, 20160912-120010_03_S4,4
4,4, R2_003,5, 01:12:28,21, s4, 20160912-120010_03_S5,4
5,3, R2_038,1, 01:36:31,54, s4, 20160912-120010_02_S1,4
6,4, R2_003,6, 01:40:54,25, s5, 20160912-120010_03_S6,5
7,4, R2_003,7, 02:00:40,30, s4, 20160912-120010_03_S7,4
8,8, R2_012,1, 02:06:45,42, s5, 20160912-120010_07_S1,5
9,4, R2_003,8, 02:10:23,31, s5, 20160912-120010_03_S8,5
10,4, R2_003,9, 02:12:32,21, s5, 20160912-120010_03_S9,5
11,4, R2_003,10, 03:09:27,24, s4, 20160912-120010_03_S10,4
12,12, R2_007,1, 03:13:10,46, s5, 20160912-120010_11_S1,5
13,4, R2_003,11, 03:59:27,64, s5, 20160912-120010_03_S11,5
14,8, R2_012,2, 04:32:50,37, s5, 20160912-120010_07_S2,5
15,4, R2_003,12, 05:03:47,24, s4, 20160912-120010_03_S12,4
16,8, R2_012,3, 05:14:48,39, s5, 20160912-120010_07_S3,5
17,4, R2_003,13, 05:20:20,32, s4, 20160912-120010_03_S13,4
18,4, R2_003,14, 05:38:42,29, s5, 20160912-120010_03_S14,5
19,4, R2_003,15, 06:17:37,13, s5, 20160912-120010_03_S15,5
20,8, R2_012,4, 06:24:19,48, s5, 20160912-120010_07_S4,5
21,4, R2_003,16, 06:48:55,27, s5, 20160912-120010_03_S16,5
22,4, R2_003,17, 07:03:46,32, s4, 20160912-120010_03_S17,4
23,4, R2_003,18, 07:22:05,26, s4, 20160912-120010_03_S18,4
24,4, R2_003,19, 07:28:55,17, s4, 20160912-120010_03_S19,4
25,3, R2_038,2, 09:03:04,46, s5, 20160912-120010_02_S2,5
0,8, R2_012,1, 03:16:51,44, s5, 20160913-000007_07_S1,5
1,8, R2_012,2, 03:46:45,46, s5, 20160913-000007_07_S2,5
2,8, R2_012,3, 04:02:44,48, s5, 20160913-000007_07_S3,5
3,8, R2_012,4, 04:16:48,49, s5, 20160913-000007_07_S4,5
4,3, R2_038,1, 09:51:55,52, s5, 20160913-000007_02_S1,5
5,4, R2_003,1, 10:16:30,31, s4, 20160913-000007_03_S1,4
6,8, R2_012,5, 11:15:23,40, s5, 20160913-000007_07_S5,5
7,4, R2_003,2, 11:58:27,32, s5, 20160913-000007_03_S2,5
0,5, R2_013,1, 02:57:33,52, s5, 20160913-000008_04_S1,5
1,5, R2_013,2, 07:39:16,37, s5, 20160913-000008_04_S2,5
2,10, R2_025,1, 11:38:59,46, s4, 20160913-000008_09_S1,4
3,12, R2_018,1, 11:43:00,71, s5, 20160913-000008_11_S1,5
4,10, R2_025,2, 11:55:24,49, s5, 20160913-000008_09_S2,5
5,10, R2_025,3, 13:34:55,76, s5, 20160913-000008_09_S3,5
6,4, R2_020,1, 15:14:46,51, s5, 20160913-000008_03_S1,5
7,4, R2_020,2, 15:28:41,41, s4, 20160913-000008_03_S2,4
8,4, R2_020,3, 15:39:52,40, s4, 20160913-000008_03_S3,4
9,4, R2_020,4, 15:48:15,41, s4, 20160913-000008_03_S4,4
10,4, R2_020,5, 16:07:50,46, s4, 20160913-000008_03_S5,4
11,4, R2_020,6, 16:14:50,39, s4, 20160913-000008_03_S6,4
12,9, R2_026,1, 16:24:07,49, s4, 20160913-000008_08_S1,4
13,4, R2_020,7, 16:35:53,28, s4, 20160913-000008_03_S7,4
14,10, R2_025,4, 17:19:29,50, s4, 20160913-000008_09_S4,4
0,3, R2_038,1, 00:42:34,51, s4, 20160913-120014_02_S1,4
1,8, R2_012,1, 01:31:46,43, s5, 20160913-120014_07_S1,5
2,12, R2_007,1, 02:37:48,48, s5, 20160913-120014_11_S1,5
3,8, R2_012,2, 03:03:14,51, s5, 20160913-120014_07_S2,5
4,3, R2_038,2, 03:05:28,61, s4, 20160913-120014_02_S2,4
5,3, R2_038,3, 03:39:45,45, s4, 20160913-120014_02_S3,4
6,3, R2_038,4, 04:03:23,53, s4, 20160913-120014_02_S4,4
7,11, R2_002,1, 04:07:39,48, s5, 20160913-120014_10_S1,5
8,3, R2_038,5, 04:45:31,51, s4, 20160913-120014_02_S5,4
